"questionId","year","subject","questionType","reasoning_type","difficulty","static_vs_dynamic","suggested_difficulty","suggested_static_vs_dynamic","suggested_reasoning_type","passage_id","suggested_passage_id","question_nature","suggested_question_nature","primary_concept","concepts","concept_suggestions","questionText","question_intent","cognitive_level","trap_type","secondary_subject","error_prone_area","confidence_level","trend_tag","set_id","set_type"
"UPSC_2025_GS1_Q11","2025","General Studies","mcq_standard","","","","","","","","","","","Raja Ram Mohan Roy","","",",Q11. Consider the following statements about Raja Ram Mohan Roy: I. He possessed great love and respect for the traditional philosophical systems of the East. II. He desired his countrymen to accept the rational and scientific approach and the principle of human dignity and social equality of all men and women. Which of the statements given above is/are correct? (a) I only (b) II only (c) Both I and II (d) Neither I nor II","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2025_GS1_Q12","2025","General Studies","mcq_standard","","","","","","","","","","","Non-Cooperation Movement","","",",Q12. Consider the following subjects with regard to Non-Cooperation Programme: I. Boycott of law-courts and foreign cloth II. Observance of strict non-violence III. Retention of titles and honours without using them in public IV. Establishment of Panchayats for settling disputes How many of the above were parts of Non-Cooperation Programme? (a) Only one (b) Only two (c) Only three (d) All the four","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q13","2025","General Studies","mcq_standard","","","","","","","","","","","Ancient Irrigation Devices","","",",Q13. The irrigation device called 'Araghatta' was (a) a water bag made of leather pulled over a pulley (b) a large wheel with earthen pots tied to the outer ends of its spokes (c) a larger earthen pot driven by bullocks (d) a large water bucket pulled up by rope directly by hand","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2025_GS1_Q14","2025","General Studies","mcq_standard","","","","","","","","","","","Pallava Rulers & Titles","","",",Q14. Who among the following rulers in ancient India had assumed the titles 'Mattavilasa', 'Vichitrachitta' and 'Gunabhara'? (a) Mahendravarman I (b) Simhavishnu (c) Narasimhavarman I (d) Simhavarman","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2025_GS1_Q15","2025","General Studies","mcq_standard","","","","","","","","","","","Chinese Pilgrims to India","","",",Q15. Fa-hien (Faxian), the Chinese pilgrim, travelled to India during the reign of (a) Samudragupta (b) Chandragupta II (c) Kumaragupta I (d) Skandagupta","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2025_GS1_Q16","2025","General Studies","mcq_standard","","","","","","","","","","","Chola Naval Expeditions","","",",Q16. Who among the following led a successful military campaign against the kingdom of Srivijaya, the powerful maritime State, which ruled the Malay Peninsula, Sumatra, Java and the neighbouring islands? (a) Amoghavarsha (Rashtrakuta) (b) Prataparudra (Kakatiya) (c) Rajendra I (Chola) (d) Vishnuvardhana (Hoysala)","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2025_GS1_Q17","2025","General Studies","mcq_standard","","","","","","","","","","","Mahajanapadas & River Geography","","",",Q17. With reference to ancient India (600-322 BC), consider the following pairs: Territorial region - River flowing in the region I. Asmaka - Godavari II. Kamboja - Vipas III. Avanti - Mahanadi IV. Kosala - Sarayu How many of the pairs given above are correctly matched? (a) Only one (b) Only two (c) Only three (d) All the four","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
"UPSC_2025_GS1_Q18","2025","General Studies","mcq_standard","","","","","","","","","","","Indian Music Institutions","","",",Q18. The first Gandharva Mahavidyalaya, a music training school, was set up in 1901 by Vishnu Digambar Paluskar in (a) Delhi (b) Gwalior (c) Ujjain (d) Lahore","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2025_GS1_Q19","2025","General Studies","mcq_standard","","","","","","","","","","","Ashokan Administration","","",",Q19. Ashokan inscriptions suggest that the 'Pradeshika', 'Rajuka' and 'Yukta' were important officers at the (a) village-level administration (b) district-level administration (c) provincial administration (d) level of the central administration","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2025_GS1_Q20","2025","General Studies","mcq_standard","","","","","","","","","","","Non-Cooperation Movement","","",",Q20. Consider the following statements in respect of the Non-Cooperation Movement: I. The Congress declared the attainment of 'Swaraj' by all legitimate and peaceful means to be its objective. II. It was to be implemented in stages with civil disobedience and non-payment of taxes for the next stage only if 'Swaraj' did not come within a year and the Government resorted to repression. Which of the statements given above is/are correct? (a) I only (b) II only (c) Both I and II (d) Neither I nor II","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q21","2025","General Studies","mcq_standard","","","","","","","","","","","NATO Membership","","",",Q21. Consider the following countries: I. Austria II. Bulgaria III. Croatia IV. Serbia V. Sweden VI. North Macedonia How many of the above are members of the North Atlantic Treaty Organization? (a) Only three (b) Only four (c) Only five (d) All the six","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
"UPSC_2025_GS1_Q22","2025","General Studies","mcq_standard","","","","","","","","","","","Andes Mountains & Countries","","",",Q22. Consider the following countries: I. Bolivia II. Brazil III. Colombia IV. Ecuador V. Paraguay VI. Venezuela Andes mountains pass through how many of the above countries? (a) Only two (b) Only three (c) Only four (d) Only five","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
"UPSC_2025_GS1_Q23","2025","General Studies","mcq_standard","","","","","","","","","","","Equator & World Water Bodies","","",",Q23. Consider the following water bodies: I. Lake Tanganyika II. Lake Tonle Sap III. Patos Lagoon Through how many of them does the equator pass? (a) Only one (b) Only two (c) All the three (d) None","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
"UPSC_2025_GS1_Q24","2025","General Studies","mcq_standard","","","","","","","","","","","Turmeric Production in India","","",",Q24. Consider the following statements about turmeric during the year 2022-23: I. India is the largest producer and exporter of turmeric in the world. II. More than 30 varieties of turmeric are grown in India. III. Maharashtra, Telangana, Karnataka and Tamil Nadu are major turmeric producing States in India. Which of the statements given above are correct? (a) I and II only (b) II and III only (c) I and III only (d) I, II and III","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q25","2025","General Studies","mcq_standard","","","","","","","","","","","Continental Drift Evidence","","",",Q25. Which of the following are the evidences of the phenomenon of continental drift? I. The belt of ancient rocks from Brazil coast matches with those from Western Africa. II. The gold deposits of Ghana are derived from the Brazil plateau when the two continents lay side by side. III. The Gondwana system of sediments from India is known to have its counterparts in six different landmasses of the Southern Hemisphere. Select the correct answer using the code given below. (a) I and III only (b) I and II only (c) I, II and III (d) II and III only","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q26","2025","General Studies","mcq_standard","","","","","","","","","","","Atmospheric Dust & Winds","","",",Q26. Consider the following statements: Statement I: The amount of dust particles in the atmosphere is more in subtropical and temperate areas than in equatorial and polar regions. Statement II: Subtropical and temperate areas have less dry winds. Which one of the following is correct in respect of the above statements? (a) Both Statement I and Statement II are correct and Statement II explains Statement I (b) Both Statement I and Statement II are correct but Statement II does not explain Statement I (c) Statement I is correct but Statement II is not correct (d) Statement I is not correct but Statement II is correct","Concept Application","L2","Concept Confusion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q27","2025","General Studies","mcq_standard","","","","","","","","","","","Isotherms & Seasonal Temperature","","",",Q27. Consider the following statements: Statement I: In January, in the Northern Hemisphere, the isotherms bend equatorward while crossing the landmasses, and poleward while crossing the oceans. Statement II: In January, the air over the oceans is warmer than that over the landmasses in the Northern Hemisphere. Which one of the following is correct in respect of the above statements? (a) Both Statement I and Statement II are correct and Statement II explains Statement I (b) Both Statement I and Statement II are correct but Statement II does not explain Statement I (c) Statement I is correct but Statement II is not correct (d) Statement I is not correct but Statement II is correct","Concept Application","L2","Concept Confusion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q28","2025","General Studies","mcq_standard","","","","","","","","","","","Rock Permeability","","",",Q28. Consider the following statements: Statement I: In the context of effect of water on rocks, chalk is known as a very permeable rock whereas clay is known as quite an impermeable or least permeable rock. Statement II: Chalk is porous and hence can absorb water. Statement III: Clay is not at all porous. Which one of the following is correct in respect of the above statements? (a) Both Statement II and Statement III are correct and both of them explain Statement I (b) Both Statement II and Statement III are correct but only one of them explains Statement I (c) Only one of the Statements II and III is correct and that explains Statement I (d) Neither Statement II nor Statement III is correct","Concept Application","L2","Concept Confusion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q29","2025","General Studies","mcq_standard","","","","","","","","","","","Greenhouse Effect & Atmosphere","","",",Q29. Consider the following statements: I. Without the atmosphere, temperature would be well below freezing point everywhere on the Earth's surface. II. Heat absorbed and trapped by the atmosphere maintains our planet's average temperature. III. Atmosphere's gases, like carbon dioxide, are particularly good at absorbing and trapping radiation. Which of the statements given above are correct? (a) I and III only (b) I and II only (c) I, II and III (d) II and III only","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q30","2025","General Studies","mcq_standard","","","","","","","","","","","Rashtriya Gokul Mission","","",",Q30. Consider the following statements about the Rashtriya Gokul Mission: I. It is important for the upliftment of rural poor as majority of low producing indigenous animals are with small and marginal farmers and landless labourers. II. It was initiated to promote indigenous cattle and buffalo rearing and conservation in a scientific and holistic manner. Which of the statements given above is/are correct? (a) I only (b) II only (c) Both I and II (d) Neither I nor II","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q31","2025","General Studies","mcq_standard","","","","","","","","","","","Cement Industry & Emissions","","",",Q31. Consider the following statements: Statement I: Studies indicate that carbon dioxide emissions from cement industry account for more than 5% of global carbon emissions. Statement II: Silica-bearing clay is mixed with limestone while manufacturing cement. Statement III: Limestone is converted into lime during clinker production for cement manufacturing. Which one of the following is correct in respect of the above statements? (a) Both Statement II and Statement III are correct and both of them explain Statement I (b) Both Statement II and Statement III are correct but only one of them explains Statement I (c) Only one of the Statements II and III is correct and that explains Statement I (d) Neither Statement II nor Statement III is correct","Concept Application","L2","Concept Confusion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q32","2025","General Studies","mcq_standard","","","","","","","","","","","COP28 Climate & Health Declaration","","",",Q32. Consider the following statements: Statement I: At the 28th United Nations Climate Change Conference (COP28), India refrained from signing the 'Declaration on Climate and Health'. Statement II: The COP28 Declaration on Climate and Health is a binding declaration; and if signed, it becomes mandatory to decarbonize health sector. Statement III: If India's health sector is decarbonized, the resilience of its health-care system may be compromised. Which one of the following is correct in respect of the above statements? (a) Both Statement II and Statement III are correct and both of them explain Statement I (b) Both Statement II and Statement III are correct but only one of them explains Statement I (c) Only one of the Statements II and III is correct and that explains Statement I (d) Neither Statement II nor Statement III is correct","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2025_GS1_Q33","2025","General Studies","mcq_standard","","","","","","","","","","","Earth Rotation & Climate Signals","","",",Q33. Consider the following statements: Statement I: Scientific studies suggest that a shift is taking place in the Earth's rotation and axis. Statement II: Solar flares and associated coronal mass ejections bombarded the Earth's outermost atmosphere with tremendous amount of energy. Statement III: As the Earth's polar ice melts, the water tends to move towards the equator. Which one of the following is correct in respect of the above statements? (a) Both Statement II and Statement III are correct and both of them explain Statement I (b) Both Statement II and Statement III are correct but only one of them explains Statement I (c) Only one of the Statements II and III is correct and that explains Statement I (d) Neither Statement II nor Statement III is correct","Concept Application","L2","Concept Confusion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2025_GS1_Q34","2025","General Studies","mcq_standard","","","","","","","","","","","Paris Agreement Article 6","","",",Q34. Consider the following statements: Statement I: Article 6 of the Paris Agreement on climate change is frequently discussed in global discussions on sustainable development and climate change. Statement II: Article 6 of the Paris Agreement on climate change sets out the principles of carbon markets. Statement III: Article 6 of the Paris Agreement on climate change intends to promote inter-country non-market strategies to reach their climate targets. Which one of the following is correct in respect of the above statements? (a) Both Statement II and Statement III are correct and both of them explain Statement I (b) Both Statement II and Statement III are correct but only one of them explains Statement I (c) Only one of the Statements II and III is correct and that explains Statement I (d) Neither Statement II nor Statement III is correct","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q35","2025","General Studies","mcq_standard","","","","","","","","","","","Nature Solutions Finance Hub","","",",Q35. Which one of the following launched the 'Nature Solutions Finance Hub for Asia and the Pacific'? (a) The Asian Development Bank (ADB) (b) The Asian Infrastructure Investment Bank (AIIB) (c) The New Development Bank (NDB) (d) The International Bank for Reconstruction and Development (IBRD)","Fact Recall","L1","Fact Twist","","Memory Gap","High","Emerging","",""
"UPSC_2025_GS1_Q36","2025","General Studies","mcq_standard","","","","","","","","","","","Direct Air Capture","","",",Q36. With reference to 'Direct Air Capture', an emerging technology, which of the following statements is/are correct? I. It can be used as a way of carbon sequestration. II. It can be a valuable approach for plastic production and in food processing. III. In aviation, it can be a source of carbon for combining with hydrogen to create synthetic low-carbon fuel. Select the correct answer using the code given below. (a) I and II only (b) III only (c) I, II and III (d) None of the above statements is correct","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2025_GS1_Q37","2025","General Studies","mcq_standard","","","","","","","","","","","Peacock Tarantula","","",",Q37. Regarding Peacock tarantula (Gooty tarantula), consider the following statements: I. It is an omnivorous crustacean. II. Its natural habitat in India is only limited to some forest areas. III. In its natural habitat, it is an arboreal species. Which of the statements given above is/are correct? (a) I only (b) I and III (c) II only (d) II and III","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2025_GS1_Q38","2025","General Studies","mcq_standard","","","","","","","","","","","CO2 Emissions Profile of India","","",",Q38. Consider the following statements: I. Carbon dioxide (CO2) emissions in India are less than 0.5 t CO2/capita. II. In terms of CO2 emissions from fuel combustion, India ranks second in Asia-Pacific region. III. Electricity and heat producers are the largest sources of CO2 emissions in India. Which of the statements given above is/are correct? (a) I and III only (b) II only (c) II and III only (d) I, II and III","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2025_GS1_Q39","2025","General Studies","mcq_standard","","","","","","","","","","","Plant Types & Morphology","","",",Q39. Consider the following pairs: Plant - Description I. Cassava - Woody shrub II. Ginger - Herb with pseudostem III. Malabar spinach - Herbaceous climber IV. Mint - Annual shrub V. Papaya - Woody shrub How many of the above pairs are correctly matched? (a) Only two (b) Only three (c) Only four (d) All the five","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
"UPSC_2025_GS1_Q40","2025","General Studies","mcq_standard","","","","","","","","","","","Oxygen Production on Earth","","",",Q40. With reference to the planet Earth, consider the following statements: I. Rain forests produce more oxygen than that produced by oceans. II. Marine phytoplankton and photosynthetic bacteria produce about 50% of world's oxygen. III. Well-oxygenated surface water contains several folds higher oxygen than that in atmospheric air. Which of the statements given above is/are correct? (a) I and II (b) II only (c) I and III (d) None of the above statements is correct","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q41","2025","General Studies","mcq_standard","","","","","","","","","","","Alternative Powertrain Vehicles","","",",Q41. Consider the following types of vehicles: I. Full battery electric vehicles II. Hydrogen fuel cell vehicles III. Fuel cell-electric hybrid vehicles How many of the above are considered as alternative powertrain vehicles? (a) Only one (b) Only two (c) All the three (d) None","Concept Application","L2","Concept Confusion","","Concept Confusion","High","Emerging","",""
"UPSC_2025_GS1_Q42","2025","General Studies","mcq_standard","","","","","","","","","","","UAV Capabilities","","",",Q42. With reference to Unmanned Aerial Vehicles (UAVs), consider the following statements: I. All types of UAVs can do vertical landing. II. All types of UAVs can do automated hovering. III. All types of UAVs can use battery only as a source of power supply. How many of the statements given above are correct? (a) Only one (b) Only two (c) All the three (d) None","Concept Application","L2","Concept Confusion","","Concept Confusion","High","Emerging","",""
"UPSC_2025_GS1_Q43","2025","General Studies","mcq_standard","","","","","","","","","","","EV Battery Cathode Materials","","",",Q43. In the context of electric vehicle batteries, consider the following elements: I. Cobalt II. Graphite III. Lithium IV. Nickel How many of the above usually make up battery cathodes? (a) Only one (b) Only two (c) Only three (d) All the four","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Emerging","",""
"UPSC_2025_GS1_Q44","2025","General Studies","mcq_standard","","","","","","","","","","","Plastics in Everyday Items","","",",Q44. Consider the following: I. Cigarette butts II. Eyeglass lenses III. Car tyres How many of them contain plastic? (a) Only one (b) Only two (c) All the three (d) None","Elimination Logic","L2","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2025_GS1_Q45","2025","General Studies","mcq_standard","","","","","","","","","","","Coal Gasification Products","","",",Q45. Consider the following substances: I. Ethanol II. Nitroglycerine III. Urea Coal gasification technology can be used in the production of how many of them? (a) Only one (b) Only two (c) All the three (d) None","Elimination Logic","L2","Fact Twist","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q46","2025","General Studies","mcq_standard","","","","","","","","","","","High-Energy Explosives","","",",Q46. What is the common characteristic of the chemical substances generally known as CL-20, HMX and LLM-105, which are sometimes talked about in media? (a) These are alternatives to hydrofluorocarbon refrigerants (b) These are explosives in military weapons (c) These are high-energy fuels for cruise missiles (d) These are fuels for rocket propulsion","Fact Recall","L1","Fact Twist","","Memory Gap","High","Emerging","",""
"UPSC_2025_GS1_Q47","2025","General Studies","mcq_standard","","","","","","","","","","","Quantum Computing & AI Basics","","",",Q47. Consider the following statements: I. It is expected that Majorana 1 chip will enable quantum computing. II. Majorana 1 chip has been introduced by Amazon Web Services (AWS). III. Deep learning is a subset of machine learning. Which of the statements given above are correct? (a) I and II only (b) II and III only (c) I and III only (d) I, II and III","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2025_GS1_Q48","2025","General Studies","mcq_standard","","","","","","","","","","","Monoclonal Antibodies","","",",Q48. With reference to monoclonal antibodies, often mentioned in news, consider the following statements: I. They are man-made proteins. II. They stimulate immunological function due to their ability to bind to specific antigens. III. They are used in treating viral infections like that of Nipah virus. Which of the statements given above are correct? (a) I and II only (b) II and III only (c) I and III only (d) I, II and III","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2025_GS1_Q49","2025","General Studies","mcq_standard","","","","","","","","","","","Viruses & Microbiology","","",",Q49. Consider the following statements: I. No virus can survive in ocean waters. II. No virus can infect bacteria. III. No virus can change the cellular transcriptional activity in host cells. How many of the statements given above are correct? (a) Only one (b) Only two (c) All the three (d) None","Elimination Logic","L2","Concept Confusion","","Concept Confusion","High","Repeating","",""
"UPSC_2025_GS1_Q50","2025","General Studies","mcq_standard","","","","","","","","","","","Activated Carbon & Adsorption","","",",Q50. Consider the following statements: Statement I: Activated carbon is a good and an attractive tool to remove pollutants from effluent streams and to remediate contaminants from various industries. Statement II: Activated carbon exhibits a large surface area and a strong potential for adsorbing heavy metals. Statement III: Activated carbon can be easily synthesized from environmental wastes with high carbon content. Which one of the following is correct in respect of the above statements? (a) Both Statement II and Statement III are correct and both of them explain Statement I (b) Both Statement II and Statement III are correct but only one of them explains Statement I (c) Only one of the Statements II and III is correct and that explains Statement I (d) Neither Statement II nor Statement III is correct","Concept Application","L2","Concept Confusion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q51","2025","General Studies","mcq_standard","","","","","","","","","","","Ordinance Powers","","",",Q51. With reference to the Indian polity, consider the following statements: I. An Ordinance can amend any Central Act. II. An Ordinance can abridge a Fundamental Right. III. An Ordinance can come into effect from a back date. Which of the statements given above are correct? (a) I and II only (b) II and III only (c) I and III only (d) I, II and III","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q52","2025","General Studies","mcq_standard","","","","","","","","","","","States Formation & Capitals","","",",Q52. Consider the following pairs: State - Description I. Arunachal Pradesh - The capital is named after a fort, and the State has two National Parks II. Nagaland - The State came into existence on the basis of a Constitutional Amendment Act III. Tripura - Initially a Part 'C' State, it became a centrally administered territory with the reorganization of States in 1956 and later attained the status of a full-fledged State How many of the above pairs are correctly matched? (a) Only one (b) Only two (c) All the three (d) None","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
"UPSC_2025_GS1_Q53","2025","General Studies","mcq_standard","","","","","","","","","","","Constitutional Bodies: Councils","","",",Q53. With reference to India, consider the following: I. The Inter-State Council II. The National Security Council III. Zonal Councils How many of the above were established as per the above provisions of the Constitution of India? (a) Only one (b) Only two (c) All the three (d) None","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q54","2025","General Studies","mcq_standard","","","","","","","","","","","Governor Discretion & Bill Reservation","","",",Q54. Consider the following statements: I. The Constitution of India explicitly mentions that in certain spheres the Governor of a State acts in his/her own discretion. II. The President of India can, of his/her own, reserve a bill passed by a State Legislature for his/her consideration without it being forwarded by the Governor of the State concerned. Which of the statements given above is/are correct? (a) I only (b) II only (c) Both I and II (d) Neither I nor II","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q55","2025","General Studies","mcq_standard","","","","","","","","","","","Constitutional Provisions Mapping","","",",Q55. Consider the following pairs: Provision in the Constitution of India - Stated under I. Separation of Judiciary from the Executive in the public services of the State - The Directive Principles of the State Policy II. Valuing and preserving the rich heritage of our composite culture - The Fundamental Duties III. Prohibition of children below the age of 14 years in factories - The Fundamental Rights How many of the above pairs are correctly matched? (a) Only one (b) Only two (c) All the three (d) None","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
