"questionId","year","subject","questionType","reasoning_type","difficulty","static_vs_dynamic","suggested_difficulty","suggested_static_vs_dynamic","suggested_reasoning_type","passage_id","suggested_passage_id","question_nature","suggested_question_nature","primary_concept","concepts","concept_suggestions","questionText","question_intent","cognitive_level","trap_type","secondary_subject","error_prone_area","confidence_level","trend_tag","set_id","set_type"
"UPSC_2016_GS1_Q30","2016","General Studies","mcq_standard","","","","","","","","","","","Kyoto Mechanisms & Protocols","","",",Q30. Consider the following pairs: Terms sometimes seen in the news: Their origin 1. Annex-I Countries: Cartagena Protocol 2. Certified Emission Reductions: Nagoya Protocol 3. Clean Development Mechanism: Kyoto Protocol 4. Which of the pairs given above is/are correctly matched? (a) 1 and 2 only (b) 2 and 3 only (c) 3 only (d) 1, 2 and 3","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
"UPSC_2016_GS1_Q31","2016","General Studies","mcq_standard","","","","","","","","","","","Transcriptome","","",",Q31. In the context of the developments in bioinformatics, the term ""transcriptome"", sometimes seen in the news, refers to (a) a range of enzymes used in genome editing (b) the full range of mRNA molecules expressed by an organism (c) the description of the mechanism of gene expression (d) a mechanism of genetic mutations taking place in cells","Fact Recall","L1","Fact Twist","","Memory Gap","High","Emerging","",""
"UPSC_2016_GS1_Q32","2016","General Studies","mcq_standard","","","","","","","","","","","Mission Indradhanush","","",",Q32. Mission Indradhanush launched by the Government of India pertains to (a) immunization of children and pregnant women (b) construction of smart cities across the country (c) India's own search for the Earth-like planets in outer space (d) New Educational Policy","Fact Recall","L1","Fact Twist","","Memory Gap","High","Emerging","",""
"UPSC_2016_GS1_Q33","2016","General Studies","mcq_standard","","","","","","","","","","","Green India Mission","","",",Q33. Which of the following best describes/describes the aim of ""Green India Mission"" of the Government of India? 1. Incorporating environmental benefits and costs into the Union and State Budgets thereby implementing the ""green accounting"". 2. Launching the second green revolution to enhance agricultural output so as to ensure food security to one and all in the future. 3. Restoring and enhancing forest cover and responding to climate change by a combination of adaptation and mitigation measures. Select the correct answer using the code given below. (a) 1 only (b) 2 and 3 only (c) 3 only (d) 1, 2 and 3","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2016_GS1_Q34","2016","General Studies","mcq_standard","","","","","","","","","","","Food Labelling Regulations","","",",Q34. With reference to pre-packaged items in India, it is mandatory to the manufacturer to put which of the following information on the main label, as per the Food Safety and Standards (Packaging and Labelling) Regulations, 2011? 1. List of ingredients including additives 2. Nutritional information 3. Recommendations, if any, made by the medical profession about the possibility of any allergic reactions 4. Vegetarian/non-vegetarian Select the correct answer using the code given below. (a) 1, 2 and 3 (b) 2, 3 and 4 (c) 1, 2 and 4 (d) 1 and 4 only","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2016_GS1_Q35","2016","General Studies","mcq_standard","","","","","","","","","","","Project Loon","","",",Q35. Project 'Loon', sometimes seen in the news, is related to (a) waste management technology (b) wireless communication technology (c) solar power production technology (d) water conservation technology","Fact Recall","L1","Fact Twist","","Memory Gap","High","Emerging","",""
"UPSC_2016_GS1_Q36","2016","General Studies","mcq_standard","","","","","","","","","","","Net Metering","","",",Q36. ""Net metering"" is sometimes seen in the news in the context of promoting the (a) production and use of solar energy by the households/consumers (b) use of piped natural gas in the kitchens of households (c) installation of CNG kits in motor cars (d) installation of water meters in urban households","Fact Recall","L1","Fact Twist","","Memory Gap","High","Emerging","",""
"UPSC_2016_GS1_Q37","2016","General Studies","mcq_standard","","","","","","","","","","","Ease of Doing Business Index","","",",Q37. India's ranking in the ""Ease of Doing Business Index"" is sometimes seen in the news. Which of the following has declared this ranking? (a) Organization for Economic Cooperation and Development (OECD) (b) World Economic Forum (c) World Bank (d) World Trade Organization (WTO)","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2016_GS1_Q38","2016","General Studies","mcq_standard","","","","","","","","","","","Banjaras in Medieval India","","",",Q38. Banjaras during the medieval period of Indian history were generally (a) agriculturists (b) warriors (c) weavers (d) traders","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2016_GS1_Q39","2016","General Studies","mcq_standard","","","","","","","","","","","Ashokan Edicts Decipherment","","",",Q39. Who of the following had first deciphered the edicts of Emperor Ashoka? (a) Georg Buhler (b) James Prinsep (c) Max Muller (d) William Jones","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2016_GS1_Q40","2016","General Studies","mcq_standard","","","","","","","","","","","Gram Nyayalayas Act","","",",Q40. With reference to the ""Gram Nyayalayas Act"", which of the following statements is/are correct? 1. As per the Act, Gram Nyayalayas can hear only civil cases and not criminal cases. 2. The Act allows local social activists as mediators/reconciliators. Select the correct answer using the code given below. (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2016_GS1_Q41","2016","General Studies","mcq_standard","","","","","","","","","","","Trans-Pacific Partnership","","",",Q41. With reference to the ""Trans-Pacific Partnership"", consider the following statements: 1. It is an agreement among all the Pacific Rim countries except China and Russia. 2. It is a strategic alliance for the purpose of maritime security only. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2016_GS1_Q42","2016","General Studies","mcq_standard","","","","","","","","","","","India-Africa Summit","","",",Q42. Consider the following statements: 1. The India-Africa Summit held in 2015 was the third such Summit. 2. It was actually initiated by Jawaharlal Nehru in 1951. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2016_GS1_Q43","2016","General Studies","mcq_standard","","","","","","","","","","","MCLR Guidelines","","",",Q43. What is/are the purpose/purposes of the ""Marginal Cost of Funds based Lending Rate (MCLR)"" announced by RBI? 1. These guidelines help improve the transparency in the methodology followed by banks for determining the interest rates on advances. 2. These guidelines help ensure availability of bank credit at interest rates which are fair to the borrowers as well as the banks. Select the correct answer using the code given below. (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2016_GS1_Q44","2016","General Studies","mcq_standard","","","","","","","","","","","Kharai Camel","","",",Q44. What is/are unique about ""Kharai camel"", a breed found in India? 1. It is capable of swimming up to three kilometres in seawater. 2. It survives by grazing on mangroves. 3. It lives in the wild and cannot be domesticated. Select the correct answer using the code given below. (a) 1 and 2 only (b) 3 only (c) 1 and 3 only (d) 1, 2 and 3","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2016_GS1_Q45","2016","General Studies","mcq_standard","","","","","","","","","","","New Banana Species Discovery","","",",Q45. Recently, our scientists have discovered a new and distinct species of banana plant which attains a height of about 11 metres and has orange-coloured fruit pulp. In which part of India has it been discovered? (a) Andaman Islands (b) Anaimalai Forests (c) Maikala Hills (d) Tropical rain forests of northeast","Fact Recall","L1","Fact Twist","","Memory Gap","High","Emerging","",""
"UPSC_2016_GS1_Q46","2016","General Studies","mcq_standard","","","","","","","","","","","INS Astradharini","","",",Q46. Which one of the following is the best description of 'INS Astradharini', that was in the news recently? (a) Amphibious warfare ship (b) Nuclear-powered submarine (c) Torpedo launch and recovery vessel (d) Nuclear-powered aircraft carrier","Fact Recall","L1","Fact Twist","","Memory Gap","High","Emerging","",""
"UPSC_2016_GS1_Q47","2016","General Studies","mcq_standard","","","","","","","","","","","Greased Lightning-10 (GL-10)","","",",Q47. What is ""Greased Lightning-10 (GL-10)"", recently in the news? (a) Electric plane tested by NASA (b) Solar-powered two-seater aircraft designed by Japan (c) Space observatory launched by China (d) Reusable rocket designed by ISRO","Fact Recall","L1","Fact Twist","","Memory Gap","High","Emerging","",""
"UPSC_2016_GS1_Q48","2016","General Studies","mcq_standard","","","","","","","","","","","Millets Promotion Initiative","","",",Q48. With reference to 'Initiative for Nutritional Security through Intensive Millets Promotion', which of the following statements is/are correct? 1. This initiative aims to demonstrate the improved production and post-harvest technologies, and to demonstrate value addition techniques, in an integrated manner, with cluster approach. 2. Poor, small, marginal and tribal farmers have larger stake in this scheme. 3. An important objective of the scheme is to encourage farmers of commercial crops to shift to millet cultivation by offering them free kits of critical inputs of nutrients and micro-irrigation equipment. Select the correct answer using the code given below. (a) 1 only (b) 2 and 3 only (c) 1 and 2 only (d) 1, 2 and 3","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2016_GS1_Q49","2016","General Studies","mcq_standard","","","","","","","","","","","Swadeshi & Boycott Movement","","",",Q49. The ""Swadeshi"" and ""Boycott"" were adopted as methods of struggle for the first time during the (a) agitation against the Partition of Bengal (b) Home Rule Movement (c) Non-Cooperation Movement (d) visit of the Simon Commission to India","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2016_GS1_Q50","2016","General Studies","mcq_standard","","","","","","","","","","","Bodhisattva Concept","","",",Q50. With reference to the religious history of India, consider the following statements: 1. The concept of Bodhisattva is central to Hinayana sect of Buddhism. 2. Bodhisattva is a compassionate one on his way to enlightenment. 3. Bodhisattva delays achieving his own salvation to help all sentient beings on their path to it. Which of the statements given above is/are correct? (a) 1 only (b) 2 and 3 only (c) 2 only (d) 1, 2 and 3","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2016_GS1_Q51","2016","General Studies","mcq_standard","","","","","","","","","","","Doctors Without Borders (MSF)","","",",Q51. Doctors Without Borders (Medecins Sans Frontieres), often in the news, is (a) a division of World Health Organization (b) a non-governmental international organization (c) an inter-governmental agency sponsored by European Union (d) a specialised agency of the United Nations","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2016_GS1_Q52","2016","General Studies","mcq_standard","","","","","","","","","","","TEEB Initiative","","",",Q52. With reference to an initiative called ""The Economics of Ecosystems and Biodiversity"" (TEEB), which of the following statements is/are correct? 1. It is an initiative hosted by UNEP, IMF and World Economic Forum. 2. It is a global initiative that focuses on drawing attention to the economic benefits of biodiversity. 3. It presents an approach that can help decision-makers recognize, demonstrate and capture the value of ecosystems and biodiversity. Select the correct answer using the code given below. (a) 1 and 2 only (b) 3 only (c) 2 and 3 only (d) 1, 2 and 3","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2016_GS1_Q53","2016","General Studies","mcq_standard","","","","","","","","","","","Red Sanders","","",",Q53. With reference to ""Red Sanders"", sometimes seen in the news, consider the following statements: 1. It is a tree species found in a part of South India. 2. It is one of the most important trees in the tropical rain forest areas of South India. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2016_GS1_Q54","2016","General Studies","mcq_standard","","","","","","","","","","","UN-REDD+ Programme","","",",Q54. Which of the following statements is/are correct? Proper design and effective implementation of UN-REDD+ Programme can significantly contribute to 1. protection of biodiversity 2. resilience of forest ecosystems 3. poverty reduction Select the correct answer using the code given below. (a) 1 and 2 only (b) 3 only (c) 2 and 3 only (d) 1, 2 and 3","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2016_GS1_Q55","2016","General Studies","mcq_standard","","","","","","","","","","","Greenhouse Gas Protocol","","",",Q55. What is ""Greenhouse Gas Protocol""? (a) It is an international accounting tool for government and business leaders to understand, quantify and manage greenhouse gas emissions (b) It is an initiative of the United Nations to offer financial incentives to developing countries to reduce greenhouse gas emissions and to adopt eco-friendly technologies (c) It is an inter-governmental agreement ratified by all the member countries of the United Nations to reduce greenhouse gas emissions to a specified level by the year 2022 (d) It is one of the multilateral REDD+ initiatives hosted by the World Bank","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2016_GS1_Q56","2016","General Studies","mcq_standard","","","","","","","","","","","Financial Stability and Development Council","","",",Q56. With reference to ""Financial Stability and Development Council"", consider the following statements: 1. It is an organ of NITI Aayog. 2. It is headed by the Union Finance Minister. 3. It monitors macro-prudential supervision of the economy. Which of the statements given above is/are correct? (a) 1 and 2 only (b) 3 only (c) 2 and 3 only (d) 1, 2 and 3","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2016_GS1_Q57","2016","General Studies","mcq_standard","","","","","","","","","","","Agenda 21","","",",Q57. With reference to ""Agenda 21"", sometimes seen in the news, consider the following statements: 1. It is a global action plan for sustainable development. 2. It originated in the World Summit on Sustainable Development held in Johannesburg in 2002. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
