"questionId","primary_concept","question_intent","cognitive_level","questionText","trap_type","secondary_subject","reasoning_type","error_prone_area","confidence_level","trend_tag","","","set_id","set_type"
"UPSC_2016_GS1_Q18","Import Cover","Fact Recall","L1",",18. Which of the following best describes the term ""import cover"", sometimes seen in the news? (a) It is the ratio of value of imports to the Gross Domestic Product of a country (b) It is the total value of imports of a country in a year (c) It is the ratio between the value of exports and that of imports between two countries (d) It is the number of months of imports that could be paid for by a country's international reserves ID: UPSC_2016_GS1_Q19,","Fact Twist","","","Concept Confusion","High","Declining","",""
"UPSC_2016_GS1_Q19","Ethnic Groups & Regions","Elimination Logic","L3",",19. Consider the following pairs: Community sometimes mentioned in the news : In the affairs of 1. Kurd : Bangladesh 2. Madhesi : Nepal 3. Rohingya : Myanmar 4. Which of the pairs given above is/are correctly matched? (a) 1 and 2 (b) 2 only (c) 2 and 3 (d) 3 only ID: UPSC_2016_GS1_Q20,","Fact Twist","","","Concept Confusion","High","Declining","",""
"UPSC_2016_GS1_Q2","Global Hunger Index Indicators","Elimination Logic","L3",",2. Which of the following is/are the indicator/indicators used by IFPRI to compute the Global Hunger Index Report? 1. Undernourishment 2. Child stunting 3. Child mortality Select the correct answer using the code given below. (a) 1 only (b) 2 and 3 only (c) 1, 2 and 3 (d) 1 and 3 only ID: UPSC_2016_GS1_Q3,","Statement Distortion","","","Concept Confusion","High","Declining","",""
"UPSC_2016_GS1_Q20","OPCW","Elimination Logic","L3",",20. With reference to ""Organization for the Prohibition of Chemical Weapons"" (OPCW), consider the following statements: 1. It is an organization of European Union in working relation with NATO and WHO. 2. It monitors chemical industry to prevent new weapons from emerging. 3. It provides assistance and protection to States (Parties) against chemical weapons threats. Which of the statements given above is/are correct? (a) 1 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3 ID: UPSC_2016_GS1_Q21,","Statement Distortion","","","Concept Confusion","High","Declining","",""
"UPSC_2016_GS1_Q21","Crop Insurance","Elimination Logic","L3",",21. With reference to Pradhan Mantri Fasal Bima Yojana, consider the following statements: 1. Under this scheme, farmers will have to pay a uniform premium of two percent for any crop they cultivate in any season of the year. 2. This scheme covers post-harvest losses arising out of cyclones and unseasonal rains. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2 ID: UPSC_2016_GS1_Q22,","Statement Distortion","","","Partial Knowledge Trap","High","Declining","",""
"UPSC_2016_GS1_Q22","Great Indian Hornbill Habitat","Fact Recall","L1",",22. In which of the following regions of India are you most likely to come across the ""Great Indian Hornbill"" in its natural habitat? (a) Sand deserts of northwest India (b) Higher Himalayas of Jammu and Kashmir (c) Salt marshes of western Gujarat (d) Western Ghats ID: UPSC_2016_GS1_Q23,","Fact Twist","","","Concept Confusion","High","Declining","",""
"UPSC_2016_GS1_Q23","NGRBA","Elimination Logic","L3",",23. Which of the following are the key features of National Ganga River Basin Authority (NGRBA)? 1. River basin is the unit of planning and management. 2. It spearheads the river conservation efforts at the national level. 3. One of the Chief Ministers of the States through which the Ganga flows becomes the Chairman of NGRBA on rotation basis. Select the correct answer using the code given below. (a) 1 and 2 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3 ID: UPSC_2016_GS1_Q24,","Statement Distortion","","","Concept Confusion","High","Declining","",""
"UPSC_2016_GS1_Q24","Fertilizer Efficiency","Concept Application","L2",",24. Why does the Government of India promote the use of 'Neem-coated Urea' in agriculture? (a) Release of Neem oil in the soil increases nitrogen fixation by the soil microorganisms (b) Neem coating slows down the rate of dissolution of urea in the soil (c) Nitrous oxide, which is a greenhouse gas, is not at all released into atmosphere by crop fields (d) It is a combination of a weedicide and a fertilizer for particular crops ID: UPSC_2016_GS1_Q25,","Fact Twist","","","Concept Confusion","High","Declining","",""
"UPSC_2016_GS1_Q25","Chief Secretary Appointment & Tenure","Elimination Logic","L3",",25. Consider the following statements: 1. The Chief Secretary in a State is appointed by the Governor of that State. 2. The Chief Secretary in a State has a fixed tenure. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2 ID: UPSC_2016_GS1_Q26,","Statement Distortion","","","Partial Knowledge Trap","High","Declining","",""
"UPSC_2016_GS1_Q26","Stand Up India Scheme","Elimination Logic","L3",",26. With reference to ""Stand Up India Scheme"", which of the following statements is/are correct? 1. Its purpose is to promote entrepreneurship among SC/ST and women entrepreneurs. 2. It provides for refinance through SIDBI. Select the correct answer using the code given below. (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2 ID: UPSC_2016_GS1_Q27,","Statement Distortion","","","Concept Confusion","High","Declining","",""
"UPSC_2016_GS1_Q27","GIAHS","Elimination Logic","L3",",27. The FAO accords the status of Globally Important Agricultural Heritage System (GIAHS) to traditional agricultural systems. What is the overall goal of this initiative? 1. To provide modern technology, training in modern farming methods and financial support to local communities of identified GIAHS so as to greatly enhance their agricultural productivity. 2. To identify and safeguard eco-friendly traditional farm practices and their associated landscapes, agricultural biodiversity and knowledge systems of the local communities. 3. To provide Geographical Indication status to all the varieties of agricultural produce in such identified GIAHS. Select the correct answer using the code given below. (a) 1 and 3 only (b) 2 only (c) 2 and 3 only (d) 1, 2 and 3 ID: UPSC_2016_GS1_Q28,","Statement Distortion","","","Concept Confusion","High","Declining","",""
"UPSC_2016_GS1_Q28","Brahmaputra Tributaries","Elimination Logic","L3",",28. Which of the following is/are tributary/tributaries of Brahmaputra? 1. Dibang 2. Kameng 3. Lohit Select the correct answer using the code given below. (a) 1 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3 ID: UPSC_2016_GS1_Q29,","Fact Twist","","","Concept Confusion","High","Declining","",""
"UPSC_2016_GS1_Q29","Core Banking Solutions","Elimination Logic","L3",",29. The term ""Core Banking Solutions"" is sometimes seen in the news. Which of the following statements best describes/describe this term? 1. It is a networking of a bank's branches which enables customers to operate their accounts from any branch of the bank on its network regardless of where they open their accounts. 2. It is an effort to increase RBI's control over commercial banks through computerisation. 3. It is a detailed procedure by which a bank with huge non-performing assets is taken over by another bank. Select the correct answer using the code given below. (a) 1 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3 ID: UPSC_2016_GS1_Q30,","Statement Distortion","","","Partial Knowledge Trap","High","Declining","",""
"UPSC_2016_GS1_Q3","Fiscal Deficit Management","Elimination Logic","L3",",3. There has been a persistent deficit budget year after year. Which action/actions of the following can be taken by the Government to reduce the deficit? 1. Reducing revenue expenditure 2. Introducing new welfare schemes 3. Rationalising subsidies 4. Reducing import duty Select the correct answer using the code given below. (a) 1 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2, 3 and 4 ID: UPSC_2016_GS1_Q4,","Statement Distortion","","","Concept Application Error","High","Declining","",""
"UPSC_2016_GS1_Q30","Kyoto Mechanisms","Elimination Logic","L3",",30. Consider the following pairs: Terms sometimes seen in the news : Their origin 1. Annex-I Countries : Cartagena Protocol 2. Certified Emission Reductions : Nagoya Protocol 3. Clean Development Mechanism : Kyoto Protocol 4. Which of the pairs given above is/are correctly matched? (a) 1 and 2 only (b) 2 and 3 only (c) 3 only (d) 1, 2 and 3 ID: UPSC_2016_GS1_Q31,","Partial Correctness Trap","","","Concept Confusion","High","Declining","",""
"UPSC_2016_CSAT_Q1","Governance Accountability","Reading Interpretation","L2",",Q1. According to the passage, which of the following factors led to the adverse consequences for governance/public administration? Inability of civil services to strike a balance between internal and external accountabilities Lack of sufficient professional training to the officers of All India Services Lack of proper service benefits in civil services Lack of Constitutional provisions to define the respective roles of professional civil services vis-?-vis political executive Select the correct answer using the code given below: (a) 1 only (b) 2 and 3 only (c) 1 and 4 only (d) 2, 3 and 4,","Inference Trap","","Reading Interpretation","Surface Matching","High","Declining","",""
"UPSC_2016_CSAT_Q10","Logical Reasoning","Elimination Logic","L3",",Q10. Consider the following statement: ?We shall go either for a picnic or for trekking.? Which of the following, if true, would falsify this claim? (a) We go for a picnic but not for trekking (b) Activities such as picnic and trekking are encouraged by the health authorities (c) We go for trekking and not for picnic (d) We do not go either for picnic or for trekking,","Logical Reversal Trap","","Logical Deduction","Misreading","High","Repeating","",""
"UPSC_2016_CSAT_Q11","Logical Reasoning","Elimination Logic","L3",",Q11. There were 50 faculty members comprising 30 males and the rest females. No male faculty member knew music, but many of the female faculty members did. The Head of the institution invited six faculty members to a tea party by draw of lots. At the party it was discovered that no member knew music. The conclusion is that: (a) the party comprised male faculty members only (b) the party comprised only those female faculty members who could not give renditions in music (c) the party comprised both male and female faculty members (d) nothing can be said about the gender composition of the party,","Hidden Constraint Trap","","Logical Deduction","Incomplete Inference","Medium","Repeating","",""
"UPSC_2016_CSAT_Q12","Logical Reasoning","Elimination Logic","L3",",Q12. Five people A, B, C, D and E are seated about a round table. Every chair is spaced equidistant from adjacent chairs. (i) C is seated next to A (ii) A is seated two seats from D (iii) B is not seated next to A On the basis of above information, which of the following must be true? D is seated next to B E is seated next to A D and C are separated by two seats Select the correct answer using the code given below: (a) 1 only (b) 1 and 2 only (c) 3 only (d) Neither 1 nor 2 nor 3,","Constraint Satisfaction Trap","","Logical Deduction","Step Skipping","Medium","Repeating","",""
"UPSC_2016_CSAT_Q13","Number System","Concept Application","L3",",Q13. There are five hobby clubs in a college ? photography, yachting, chess, electronics and gardening. Gardening meets every 2nd day Electronics every 3rd day Chess every 4th day Yachting every 5th day Photography every 6th day How many times do all five clubs meet on the same day within 180 days? (a) 5 (b) 18 (c) 10 (d) 3,","None","","Numerical Optimization","Calculation Error","High","Repeating","",""
"UPSC_2016_CSAT_Q14","Linear Equations","Concept Application","L3",",Q14. There are some nectar-filled flowers on a tree and some bees are hovering on it. If one bee lands on each flower, one bee will be left out If two bees land on each flower, one flower will be left out The number of flowers and bees respectively are: (a) 2 and 4 (b) 3 and 2 (c) 3 and 4 (d) 4 and 3 Directions for the following 5 (five) items There are five persons in a group ? P, Q, R, S and T. The group has one doctor, one lawyer and one artist. P and S are unmarried students. T is a man married to one of the group members. Q is the brother of P and is neither doctor nor artist. R is not a doctor.,","Constraint Satisfaction Trap","","Concept Application","Equation Setup Error","Medium","Repeating","",""
"UPSC_2016_CSAT_Q15","Logical Deduction (Constraint System)","System Solving","L4",",Q15. Who is the doctor? (a) T (b) P (c) Q (d) R,","Constraint Satisfaction Trap","","Logical Deduction","Early Assumption Error","High","Repeating","CSAT_2016_LOGIC_SET_1","Constraint System"
"UPSC_2016_CSAT_Q16","Logical Deduction (Constraint System)","System Solving","L4",",Q16. Who is the artist? (a) P (b) Q (c) R (d) T,","Constraint Satisfaction Trap","","Logical Deduction","Constraint Overlook","High","Repeating","CSAT_2016_LOGIC_SET_1","Constraint System"
"UPSC_2016_CSAT_Q17","Logical Deduction (Constraint System)","System Solving","L4",",Q17. Who is the spouse of R? (a) P (b) T (c) Q (d) S,","Constraint Satisfaction Trap","","Logical Deduction","Relationship Mapping Error","High","Repeating","CSAT_2016_LOGIC_SET_1","Constraint System"
"UPSC_2016_CSAT_Q18","Logical Deduction (Constraint System)","System Solving","L4",",Q18. Who is the lawyer? (a) P (b) Q (c) R (d) S,","Constraint Satisfaction Trap","","Logical Deduction","Residual Deduction Failure","High","Repeating","CSAT_2016_LOGIC_SET_1","Constraint System"
"UPSC_2016_CSAT_Q19","Logical Reasoning","Elimination Logic","L3",",Q19. Who of the following is definitely a man? (a) P (b) S (c) Q (d) None of the above,","","","","","","Repeating","CSAT_2016_LOGIC_SET_1","Constraint System"
"UPSC_2016_CSAT_Q2","Governance Accountability","Reading Interpretation","L3",",Q2. With reference to the passage, the following assumptions have been made: Political executive is an obstacle to the accountability of the civil services to the society In the present framework of Indian polity, the political executive is no longer accountable to the society Which of these assumptions is/are valid? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2,","","","","","","Declining","",""
"UPSC_2016_CSAT_Q20","Time & Work","Concept Application","L3",",Q20. There is an order of 19000 quantity of a particular product from a customer. The firm produces 1000 quantity of that product per day, out of which 5% are unfit for sale. In how many days will the order be completed? (a) 18 (b) 19 (c) 20 (d) 22 Directions for the following 5 (five) items Read the following two passages and answer the items that follow each passage. Your answers should be based on the passages only. Passage-1 (Biomass) Biomass as fuel for power, heat, and transport has the highest mitigation potential of all renewable sources. It comes from agriculture and forest residues as well as from energy crops. The biggest challenge in using biomass residues is a long-term reliable supply delivered to the power plant at reasonable costs; the key problems are logistical constraints and the costs of fuel collection. Energy crops, if not managed properly, compete with food production and may have undesirable impacts on food prices. Biomass production is also sensitive to the physical impacts of a changing climate. Projections of the future role of biomass are probably overestimated, given the limits to the sustainable biomass supply, unless breakthrough technologies substantially increase productivity. Climate-energy models project that biomass use could increase nearly four-fold to around 150?200 exajoules, almost a quarter of world primary energy in 2050. However, the maximum sustainable technical potential of biomass resources (both residues and energy crops) without disruption of food and forest resources ranges from 80?170 exajoules a year by 2050, and only part of this is realistically and economically feasible. In addition, some climate models rely on biomass-based carbon capture and storage, an unproven technology, to achieve negative emissions and to buy some time during the first half of the century. Some liquid biofuels such as corn-based ethanol, mainly for transport, may aggravate rather than ameliorate carbon emissions on a life-cycle basis. Second-generation biofuels, based on ligno-cellulosic feedstocks such as straw, bagasse, grass and wood, hold the promise of sustainable production that is high-yielding and emit low levels of greenhouse gases, but these are still in the R & D stage.,","Hidden Constraint Trap","","Concept Application","Calculation Setup Error","High","Declining","",""
"UPSC_2016_CSAT_Q21","Bioenergy Sustainability","Reading Interpretation","L2",",Q21. What is/are the present constraint/constraints in using biomass as fuel for power generation? Lack of sustainable supply of biomass Biomass production competes with food production Bio-energy may not always be low carbon on a life-cycle basis Select the correct answer using the code given below: (a) 1 and 2 only (b) 3 only (c) 2 and 3 only (d) 1, 2 and 3,","Inference Trap","","Reading Interpretation","Surface Matching","High","Declining","CSAT_2016_RC_SET_1","Passage"
"UPSC_2016_CSAT_Q22","Bioenergy Sustainability","Reading Interpretation","L2",",Q22. Which of the following can lead to food security problem? Using agricultural and forest residues as feedstock for power generation Using biomass for carbon capture and storage Promoting the cultivation of energy crops Select the correct answer using the code given below: (a) 1 and 2 only (b) 3 only (c) 2 and 3 only (d) 1, 2 and 3,","Inference Trap","","Reading Interpretation","Overgeneralization","High","Declining","CSAT_2016_RC_SET_1","Passage"
"UPSC_2016_CSAT_Q23","Bioenergy Sustainability","Reading Interpretation","L2",",Q23. In the context of using biomass, which of the following is/are the characteristics of the sustainable production of biofuel? Biomass as a fuel for power generation could meet all the primary energy requirements of the world by 2050 Biomass as a fuel for power generation does not necessarily disrupt food and forest resources Biomass as a fuel for power generation could help in achieving negative emissions, given certain nascent technologies Select the correct answer using the code given below: (a) 1 and 2 only (b) 3 only (c) 2 and 3 only (d) 1, 2 and 3,","Inference Trap","","Reading Interpretation","Incomplete Inference","High","Declining","CSAT_2016_RC_SET_1","Passage"
"UPSC_2016_CSAT_Q24","Bioenergy Sustainability","Reading Interpretation","L3",",Q24. With reference to the passage, following assumptions have been made: Some climate-energy models suggest that the use of biomass as a fuel for power generation helps in mitigating greenhouse gas emissions It is not possible to use biomass as a fuel for power generation without disrupting food and forest resources Which of these assumptions is/are valid? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2 Passage-2 We are witnessing a dangerous dwindling of biodiversity in our food supply. The green revolution is a mixed blessing. Over time farmers have come to rely heavily on broadly adapted, high-yield crops to the exclusion of varieties adapted to the local conditions. Monocropping vast fields with the same genetically uniform seeds helps boost yield and meet immediate hunger needs. Yet high-yield varieties are also genetically weaker crops that require expensive chemical fertilizers and toxic pesticides. In our focus on increasing the amount of food we produce today, we have accidentally put ourselves at risk for food shortages in future.,","Inference Trap","","Reading Interpretation","Assumption Misinterpretation","High","Declining","CSAT_2016_RC_SET_1","Passage"
"UPSC_2016_CSAT_Q25","Agro-biodiversity & Food Security","Reading Interpretation","L3",",Q25. Which among the following is the most logical and critical inference that can be made from the above passage? (a) In our agricultural practices, we have become heavily dependent on expensive chemical fertilizers and toxic pesticides only due to green revolution (b) Monocropping vast fields with high-yield varieties is possible due to green revolution (c) Monocropping with high-yield varieties is the only way to ensure food security to millions (d) Green revolution can pose a threat to biodiversity in food supply and food security in the long run,","Inference Trap","","Reading Interpretation","Overgeneralization","High","Declining","CSAT_2016_RC_SET_2","Passage"
"UPSC_2016_CSAT_Q26","Time, Speed & Distance","Concept Application","L3",",Q26. A class starts at 11:00 am and lasts till 2:27 pm. Four periods of equal duration are held during this interval. After every period, a rest of 5 minutes is given to the students. The exact duration of each period is: (a) 48 minutes (b) 50 minutes (c) 51 minutes (d) 53 minutes,","Hidden Constraint Trap","","Concept Application","Misreading","High","Repeating","",""
"UPSC_2016_CSAT_Q27","Bridge & Torch Puzzle","Concept Application","L3",",Q27. Four friends A, B, C and D need to cross a bridge. A maximum of two persons can cross it at a time. It is night and they just have one lamp. Persons that cross the bridge must carry the lamp to find the way. A pair must walk together at the speed of slower person. After crossing the bridge, the person having faster speed in the pair will return with the lamp each time to accompany another person in the group. Finally, the lamp has to be returned at the original place and the person who returns the lamp has to cross the bridge again without lamp. To cross the bridge, the time taken by them is as follows: A: 1 minute, B: 2 minutes, C: 7 minutes and D: 10 minutes. What is the total minimum time required by all the friends to cross the bridge? (a) 23 minutes (b) 22 minutes (c) 21 minutes (d) 20 minutes,","Constraint Satisfaction Trap","","Numerical Optimization","State Construction Failure","High","Repeating","",""
"UPSC_2016_CSAT_Q28","Ratio & Proportion","Concept Application","L2",",Q28. 30 g of sugar was mixed in 180 ml water in vessel A. 40 g of sugar was mixed in 280 ml of water in vessel B and 20 g of sugar was mixed in 100 ml of water in vessel C. The solution in vessel B is: (a) sweeter than that in C (b) sweeter than that in A (c) as sweet as that in C (d) less sweet than that in C,","Fact Twist","","Concept Application","Overgeneralization","Medium","Repeating","",""
"UPSC_2016_CSAT_Q29","Linear Equations","Concept Application","L2",",Q29. In aid of charity, every student in a class contributes as many rupees as the number of students in that class. With the additional contribution of Rs. 2 by one student only, the total collection is Rs. 443. Then how many students are there in the class? (a) 12 (b) 21 (c) 43 (d) 45,","Hidden Constraint Trap","","Concept Application","Equation Setup Error","High","Repeating","",""
"UPSC_2016_CSAT_Q3","Governance Accountability","Reading Interpretation","L3",",Q3. Which one of the following is the essential message implied by this passage? (a) Civil services are not accountable to the society they are serving (b) Educated and enlightened persons are not taking up political leadership (c) The framers of the Constitution did not envisage the problems being encountered by the civil services (d) There is a need and scope for reforms to improve the accountability of civil services,","Inference Trap","","Reading Interpretation","Incomplete Inference","High","Declining","",""
"UPSC_2016_CSAT_Q30","Percentage","Concept Application","L3",",Q30. Anita?s mathematics test had 70 problems carrying equal marks i.e., 10 arithmetic, 30 algebra and 30 geometry. Although she answered 70% of the arithmetic, 40% of the algebra and 60% of the geometry problems correctly, she did not pass the test because she got less than 60% marks. The number of more questions she would have to answer correctly to earn a 60% passing mark is: (a) 1 (b) 5 (c) 7 (d) 9,","Hidden Constraint Trap","","Concept Application","Overgeneralization","High","Repeating","",""
"UPSC_2016_CSAT_Q31","Ratio & Proportion","Concept Application","L2",",Q31. In a class, there are 18 very tall boys. If these constitute three-fourths of the boys and the total number of boys is two-thirds of the total number of students in the class, what is the number of girls in the class? (a) 6 (b) 12 (c) 18 (d) 21,","Hidden Constraint Trap","","Concept Application","Equation Setup Error","High","Repeating","",""
