"questionId","year","subject","questionType","reasoning_type","difficulty","static_vs_dynamic","suggested_difficulty","suggested_static_vs_dynamic","suggested_reasoning_type","passage_id","suggested_passage_id","question_nature","suggested_question_nature","primary_concept","concepts","concept_suggestions","questionText","question_intent","cognitive_level","trap_type","secondary_subject","error_prone_area","confidence_level","trend_tag","set_id","set_type"
"UPSC_2016_CSAT_Q24","2016","Aptitude","mcq_standard","Reading Interpretation","medium","dynamic","medium","dynamic","","CSAT_2016_P3","","","","Bioenergy Sustainability","Climate-Energy Models; Biomass Limits","",",Q24. With reference to the passage, following assumptions have been made: Some climate-energy models suggest that the use of biomass as a fuel for power generation helps in mitigating greenhouse gas emissions It is not possible to use biomass as a fuel for power generation without disrupting food and forest resources Which of these assumptions is/are valid? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2 Passage-2 We are witnessing a dangerous dwindling of biodiversity in our food supply. The green revolution is a mixed blessing. Over time farmers have come to rely heavily on broadly adapted, high-yield crops to the exclusion of varieties adapted to the local conditions. Monocropping vast fields with the same genetically uniform seeds helps boost yield and meet immediate hunger needs. Yet high-yield varieties are also genetically weaker crops that require expensive chemical fertilizers and toxic pesticides. In our focus on increasing the amount of food we produce today, we have accidentally put ourselves at risk for food shortages in future.,","Reading Interpretation","L3","Inference Trap","","Assumption Misinterpretation","High","Declining","CSAT_2016_P3","Passage"
"UPSC_2016_CSAT_Q25","2016","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2016_P4","","","","Agro-biodiversity & Food Security","Green Revolution; Monocropping","",",Q25. Which among the following is the most logical and critical inference that can be made from the above passage? (a) In our agricultural practices, we have become heavily dependent on expensive chemical fertilizers and toxic pesticides only due to green revolution (b) Monocropping vast fields with high-yield varieties is possible due to green revolution (c) Monocropping with high-yield varieties is the only way to ensure food security to millions (d) Green revolution can pose a threat to biodiversity in food supply and food security in the long run,","Reading Interpretation","L3","Inference Trap","","Overgeneralization","High","Declining","CSAT_2016_P4","Passage"
"UPSC_2016_CSAT_Q26","2016","Aptitude","mcq_standard","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Time Intervals; Scheduling","",",Q26. A class starts at 11:00 am and lasts till 2:27 pm. Four periods of equal duration are held during this interval. After every period, a rest of 5 minutes is given to the students. The exact duration of each period is: (a) 48 minutes (b) 50 minutes (c) 51 minutes (d) 53 minutes,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2016_LOGIC_SET_2","Constraint System"
"UPSC_2016_CSAT_Q27","2016","Aptitude","pair_match","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Optimization; Time & Work","",",Q27. Four friends A, B, C and D need to cross a bridge. A maximum of two persons can cross it at a time. It is night and they just have one lamp. Persons that cross the bridge must carry the lamp to find the way. A pair must walk together at the speed of slower person. After crossing the bridge, the person having faster speed in the pair will return with the lamp each time to accompany another person in the group. Finally, the lamp has to be returned at the original place and the person who returns the lamp has to cross the bridge again without lamp. To cross the bridge, the time taken by them is as follows: A: 1 minute, B: 2 minutes, C: 7 minutes and D: 10 minutes. What is the total minimum time required by all the friends to cross the bridge? (a) 23 minutes (b) 22 minutes (c) 21 minutes (d) 20 minutes,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2016_LOGIC_SET_2","Constraint System"
"UPSC_2016_CSAT_Q28","2016","Aptitude","mcq_standard","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Concentration; Ratio","",",Q28. 30 g of sugar was mixed in 180 ml water in vessel A. 40 g of sugar was mixed in 280 ml of water in vessel B and 20 g of sugar was mixed in 100 ml of water in vessel C. The solution in vessel B is: (a) sweeter than that in C (b) sweeter than that in A (c) as sweet as that in C (d) less sweet than that in C,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2016_LOGIC_SET_2","Constraint System"
"UPSC_2016_CSAT_Q29","2016","Aptitude","mcq_standard","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Algebra; Word Problems","",",Q29. In aid of charity, every student in a class contributes as many rupees as the number of students in that class. With the additional contribution of Rs. 2 by one student only, the total collection is Rs. 443. Then how many students are there in the class? (a) 12 (b) 21 (c) 43 (d) 45,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2016_LOGIC_SET_2","Constraint System"
"UPSC_2016_CSAT_Q3","2016","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2016_P1","","","","Governance Accountability","Internal vs External Accountability; Civil Services Reform","",",Q3. Which one of the following is the essential message implied by this passage? (a) Civil services are not accountable to the society they are serving (b) Educated and enlightened persons are not taking up political leadership (c) The framers of the Constitution did not envisage the problems being encountered by the civil services (d) There is a need and scope for reforms to improve the accountability of civil services,","Reading Interpretation","L3","Inference Trap","","Incomplete Inference","High","Declining","CSAT_2016_P1","Passage"
"UPSC_2016_CSAT_Q30","2016","Aptitude","mcq_standard","Concept Application","medium","static","medium","static","","","","","","Weighted Average","Weighted Average; Percentage","",",Q30. Anita?s mathematics test had 70 problems carrying equal marks i.e., 10 arithmetic, 30 algebra and 30 geometry. Although she answered 70% of the arithmetic, 40% of the algebra and 60% of the geometry problems correctly, she did not pass the test because she got less than 60% marks. The number of more questions she would have to answer correctly to earn a 60% passing mark is: (a) 1 (b) 5 (c) 7 (d) 9,","Concept Application","L3","Hidden Constraint Trap","","Overgeneralization","High","Repeating","",""
"UPSC_2016_CSAT_Q31","2016","Aptitude","mcq_standard","Concept Application","medium","static","medium","static","","","","","","Fractions","Fractions; Gender Ratio","",",Q31. In a class, there are 18 very tall boys. If these constitute three-fourths of the boys and the total number of boys is two-thirds of the total number of students in the class, what is the number of girls in the class? (a) 6 (b) 12 (c) 18 (d) 21,","Concept Application","L2","Hidden Constraint Trap","","Equation Setup Error","High","Repeating","",""
"UPSC_2016_CSAT_Q32","2016","Aptitude","statement_correct","Logical Deduction","medium","static","medium","static","","","","","","Comparative Statements","Comparative Statements; Order; Inequalities","",",Q32. Consider the following statements: Either A and B are of the same age or A is older than B Either C and D are of the same age or D is older than C B is older than C Which of the following conclusions can be drawn from the above statements? (a) A is older than B (b) B and D are of the same age (c) D is older than C (d) A is older than C,","Elimination Logic","L3","Logical Reversal Trap","","Misreading","High","Repeating","",""
"UPSC_2016_CSAT_Q33","2016","Aptitude","mcq_standard","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Average; Ratio","",",Q33. The monthly average salary paid to all the employees of a company was Rs. 5000. The monthly average salary paid to male and female employees was Rs. 5200 and Rs. 4200 respectively. Then the percentage of males employed in the company is: (a) 75% (b) 80% (c) 85% (d) 90% Directions for the following 3 (three) items Six boxes A, B, C, D, E and F have been painted with six different colours viz., violet, indigo, blue, green, yellow and orange and arranged from left to right (not necessarily either kept or painted with the colours in the same order). Each box contains a ball of any one of the following six games: cricket, hockey, tennis, golf, football and volleyball (not necessarily in the same order). The golf ball is in violet box and is not in box D The box A which contains tennis ball is orange in colour and is at the extreme right The hockey ball is neither in box D nor in box E The box C having cricket ball is painted green The hockey ball is neither in the box painted blue nor in the box painted yellow The box C is fifth from right and next to box B The box B contains volleyball The box containing the hockey ball is between the boxes containing golf ball and volleyball,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2016_LOGIC_SET_3","Constraint System"
"UPSC_2016_CSAT_Q34","2016","Aptitude","mcq_standard","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Ordering; Constraints","",",Q34. Which one of the following boxes contains the golf ball? (a) F (b) E (c) D (d) None of the above,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2016_LOGIC_SET_3","Constraint System"
"UPSC_2016_CSAT_Q35","2016","Aptitude","statement_correct","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Ordering; Constraints","",",Q35. Which of the following statements is/are correct? (a) D is painted yellow (b) F is painted indigo (c) B is painted blue (d) All of the above,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2016_LOGIC_SET_3","Constraint System"
"UPSC_2016_CSAT_Q36","2016","Aptitude","mcq_standard","Concept Application","medium","static","medium","static","","","","","","Ordering","Ordering; Constraints","",",Q36. The football is in the box of which colour? (a) Yellow (b) Indigo (c) Cannot be determined as data are inadequate (d) Blue,","Concept Application","L2","None","","Overgeneralization","Medium","Repeating","",""
"UPSC_2016_CSAT_Q37","2016","Aptitude","mcq_standard","Concept Application","medium","static","medium","static","","","","","","Percentage Difference","Percentage Difference; Comparison","",",Q37. Two numbers X and Y are respectively 20% and 28% less than a third number Z. By what percentage is the number Y less than the number X? (a) 12% (b) 10% (c) 9% (d) 8%,","Concept Application","L3","Hidden Constraint Trap","","Overgeneralization","High","Repeating","",""
"UPSC_2016_CSAT_Q38","2016","Aptitude","mcq_standard","Concept Application","medium","static","medium","static","","","","","","Scheduling","Scheduling; Time-Distance","",",Q38. A daily train is to be introduced between station A and station B starting from each end at 6 AM and the journey is to be completed in 42 hours. What is the number of trains needed in order to maintain the shuttle service? (a) 2 (b) 3 (c) 4 (d) 7,","Concept Application","L3","Hidden Constraint Trap","","Misreading","High","Repeating","",""
"UPSC_2016_CSAT_Q39","2016","Aptitude","mcq_standard","Concept Application","medium","static","medium","static","","","","","","Surface Area","Surface Area; Cube","",",Q39. A piece of tin is in the form of a rectangle having length 12 cm and width 8 cm. This is used to construct a closed cube. The side of the cube is: (a) 2 cm (b) 3 cm (c) 4 cm (d) 6 cm,","Concept Application","L2","None","","Overgeneralization","Medium","Repeating","",""
"UPSC_2016_CSAT_Q4","2016","Aptitude","mcq_standard","Reading Interpretation","medium","dynamic","medium","dynamic","","CSAT_2016_P1","","","","Governance Accountability","Internal vs External Accountability; Civil Services Reform","",",Q4. According to the passage, which one of the following is not a means of enhancing internal accountability of civil services? (a) Better job security and safeguards (b) Supervision by Central Vigilance Commission (c) Judicial review of executive decisions (d) Seeking accountability through enhanced participation by people in decision making process Passage-2 (Ethics) In general, religious traditions stress our duty to god, or to some universal ethical principle. Our duties to one another derive from these. The religious concept of rights is primarily derived from our relationship to this divinity or principle and the implication it has on our other relationships. This correspondence between rights and duties is critical to any further understanding of justice. But, for justice to be practiced, virtue, rights and duties cannot remain formal abstractions. They must be grounded in a community (common unity) bound together by a sense of common union (communion). Even as a personal virtue, this solidarity is essential to the practice and understanding of justice.,","Reading Interpretation","L2","Inference Trap","","Incomplete Inference","High","Declining","CSAT_2016_P1","Passage"
"UPSC_2016_CSAT_Q40","2016","Aptitude","mcq_standard","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Combinatorics; Binary Strings; Binary Sequences","",",Q40. In a question paper there are five questions to be attempted and answers to each question has two choices ? True (T) or False (F). It is given that no two candidates have given the answers to the five questions in an identical sequence. For this to happen, the maximum number of candidates is: (a) 10 (b) 18 (c) 26 (d) 32 Directions for the following 8 (eight) items Read the following eight passages and answer the item that follows each passage. Your answers to these items should be based on the passages only. Passage-1 By killing transparency and competition, crony capitalism is harmful to free enterprise, opportunity and economic growth. Crony capitalism, where rich and influential are alleged to have received land and natural resources and various licences in return for payoffs to venal politicians, is now a major issue to be tackled. One of the greatest dangers to growth of developing economies like India is the middle-income trap where crony capitalism creates oligarchies that slow down the growth.,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2016_LOGIC_SET_4","Constraint System"
"UPSC_2016_CSAT_Q41","2016","Aptitude","mcq_standard","Reading Interpretation","medium","dynamic","medium","dynamic","","CSAT_2016_P5","","","","Crony Capitalism","Oligarchies; Market Distortions","",",Q41. Which among the following is the most logical corollary to the above passage? (a) Launching more welfare schemes and allocating more finances for the current schemes are urgently needed (b) Efforts should be made to push up economic growth by other means and provide licences to the poor (c) Greater transparency in the functioning of the government and promoting financial inclusion are needed at present (d) We should concentrate more on developing manufacturing sector than service sector Passage-2 Climate adaptation may be rendered ineffective if policies are not designed in the context of other development concerns. For instance, a comprehensive strategy that seeks to improve food security in the context of climate change may include a set of coordinated measures related to agricultural extension, crop diversification, integrated water and pest management and agricultural information services. Some of these measures may have to do with climate changes and others with economic development.,","Reading Interpretation","L3","Inference Trap","","Overgeneralization","High","Declining","CSAT_2016_P5","Passage"
"UPSC_2016_CSAT_Q42","2016","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2016_P6","","","","Climate Adaptation & Food Security","Agricultural Extension; Integrated Pest Management","",",Q42. What is the most logical and rational inference that can be made from the above passage? (a) It is difficult to pursue climate adaptation in developing countries (b) Improving food security is a far more complex issue than climate adaptation (c) Every developmental activity is directly or indirectly linked to climate adaptation (d) Climate adaptation should be examined in tandem with other economic development options Passage-3 Understanding of the role of biodiversity in the hydrological cycle enables better policy-making. The term biodiversity refers to the variety of plants, animals, microorganisms, and the ecosystems in which they occur. Water and biodiversity are interdependent. In reality, the hydrological cycle decides how biodiversity functions. In turn, vegetation and soil drive the movement of water. Every glass of water we drink has, at least in part, passed through fish, trees, bacteria, soil and other organisms. Passing through these ecosystems, it is cleansed and made fit for consumption. The supply of water is a critical service that the environment provides.,","Reading Interpretation","L3","Inference Trap","","Overgeneralization","High","Declining","CSAT_2016_P6","Passage"
"UPSC_2016_CSAT_Q43","2016","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2016_P7","","","","Biodiversity & Hydrological Cycle","Ecosystem Services; Water Cycle","",",Q43. Which among the following is the most critical inference that can be made from the above passage? (a) Biodiversity sustains the ability of nature to recycle water (b) We cannot get potable water without the existence of living organisms (c) Plants, animals and microorganisms continuously interact among themselves (d) Living organisms could not have come into existence without hydrological cycle Passage-4 In the last decade, the banking sector has been restructured with a high degree of automation and products that mainly serve middle-class and upper middle-class society. Today there is a need for a new agenda for the banking and non-banking financial services that does not exclude the common man.,","Reading Interpretation","L3","Inference Trap","","Overgeneralization","High","Declining","CSAT_2016_P7","Passage"
"UPSC_2016_CSAT_Q44","2016","Aptitude","mcq_standard","Reading Interpretation","medium","dynamic","medium","dynamic","","CSAT_2016_P8","","","","Financial Inclusion","Banking Access; Inclusive Finance","",",Q44. Which one of the following is the message that is essentially implied in the above passage? (a) Need for more automation and more products of banks (b) Need for a radical restructuring of our entire public finance system (c) Need to integrate banking and non-banking institutions (d) Need to promote financial inclusion Passage-5 Safe and sustainable sanitation in slums has immeasurable benefits to women and girls in terms of their health, safety, privacy and dignity. However, women do not feature in most of the schemes and policies on urban sanitation. The fact that even now manual scavenging exists only goes to show that not enough has been done to promote pour-flush toilets and discontinue the use of dry latrines. A more sustained and rigorous campaign needs to be launched towards the right to sanitation on a very large scale. This should primarily focus on the abolition of manual scavenging.,","Reading Interpretation","L3","Inference Trap","","Incomplete Inference","High","","CSAT_2016_P8","Passage"
"UPSC_2016_CSAT_Q45","2016","Aptitude","statement_correct","Reading Interpretation","medium","static","medium","static","","CSAT_2016_P9","","","","Urban Sanitation & Public Health","Manual Scavenging; Sanitation Policy","",",Q45. With reference to the above passage, consider the following statements: Urban sanitation problems can be fully solved by the abolition of manual scavenging only There is a need to promote greater awareness on safe sanitation practices in urban areas Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2 Passage-6 To understand the nature and quantity of Government proper for man, it is necessary to attend to his character. As nature created him for social life, she fitted him for the station she intended. In all cases she made his natural wants greater than his individual powers. No one man is capable, without the aid of society, of supplying his own wants; and those wants, acting upon every individual, impel the whole of them into society.,","Reading Interpretation","L2","Inference Trap","","Incomplete Inference","High","Declining","CSAT_2016_P9","Passage"
"UPSC_2016_CSAT_Q46","2016","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2016_P10","","","","Social Nature of Man","Social Cooperation; Human Society","",",Q46. Which among the following is the most logical and rational inference that can be made from the above passage? (a) Nature has created a great diversity in human society (b) Any given human society is always short of its wants (c) Social life is a specific characteristic of man (d) Diverse natural wants forced man towards social system Passage-7 The nature of the legal imperatives in any given state corresponds to the effective demands that state encounters, and these, in their turn, depend, in a general way, upon the manner in which economic power is distributed in the society which the state controls.,","Reading Interpretation","L3","Inference Trap","","Overgeneralization","High","Declining","CSAT_2016_P10","Passage"
"UPSC_2016_CSAT_Q47","2016","Aptitude","mcq_standard","Reading Interpretation","medium","dynamic","medium","dynamic","","CSAT_2016_P11","","","","Political Economy","Politics-Economics Interdependence; Economic Power","",",Q47. The statement refers to: (a) the antithesis of Politics and Economics (b) the interrelationship of Politics and Economics (c) the predominance of Economics over Politics (d) the predominance of Politics over Economics Passage-8 About 15 per cent of global greenhouse gas emissions come from agricultural practices. This includes nitrous oxide from fertilizers; methane from livestock, rice production, and manure storage; and carbon dioxide (CO2) from burning biomass, but this excludes CO2 emissions from soil management practices, savannah burning and deforestation. Forestry, land use, and land-use change account for another 17 per cent of greenhouse gas emissions each year, three quarters of which come from tropical deforestation. The remainder is largely from draining and burning tropical peatland. About the same amount of carbon is stored in the world?s peatlands as is stored in the Amazon rainforest.,","Reading Interpretation","L2","Inference Trap","","Incomplete Inference","High","Declining","CSAT_2016_P11","Passage"
"UPSC_2016_CSAT_Q48","2016","Aptitude","mcq_standard","Reading Interpretation","medium","dynamic","medium","dynamic","","CSAT_2016_P12","","","","Climate Change & Land Use","Agriculture Emissions; Deforestation","",",Q48. Which among the following is the most logical and rational inference that can be made from the above passage? (a) Organic farming should immediately replace mechanised and chemical dependent agricultural practices all over the world (b) It is imperative for us to modify our land use practices in order to mitigate climate change (c) There are no technological solutions to the problem of greenhouse gas emissions (d) Tropical areas are the chief sites of carbon sequestration,","Reading Interpretation","L3","Inference Trap","","Overgeneralization","High","Declining","CSAT_2016_P12","Passage"
